Words,Similarity
basketball,0.20845708
bobtail,0.20840317
bog,0.20836312
lake,0.20834701
bookkeeper,0.2083301
idol,0.20831354
potassium,0.20821139
axle,0.20819917
medicine,0.20818861
gurney,0.20795968
quintet,0.20781331
guardian,0.20776923
spirituality,0.20771365
runt,0.20768015
wetsuit,0.20765732
hacienda,0.20764571
punisher,0.20763521
treadmill,0.20760404
dragonfly,0.20760314
shoes,0.20760036
mayflower,0.2073264
rockets,0.20726277
heart,0.20703544
tv,0.20692632
doodad,0.20671879
church,0.20671143
rocks,0.2066387
trench,0.20660575
listen,0.20646703
shoestring,0.20643376
playoff,0.20640408
noisemaker,0.20639525
farm,0.20638168
hallucinogen,0.20632453
anchor,0.20613718
chainsaw,0.2061253
sewer,0.2060192
skates,0.205929
child,0.20584027
calipers,0.20578079
tranquilizers,0.20573622
clockmaker,0.20568489
railroad,0.20565252
zombie,0.20559677
story,0.20549564
band,0.20547569
bulldozer,0.20545958
duster,0.2054396
iron,0.20543838
chip,0.2053719
jester,0.20531583
spacesuit,0.20531423
enjoy,0.20504986
teenager,0.20498794
valet,0.20482688
fetus,0.20477986
guardsman,0.20469582
shaver,0.20441157
nuclei,0.2043791
parent,0.20430999
sledge,0.20416044
tutor,0.20406236
beginner,0.20400067
planter,0.20396525
bullring,0.20394501
golfer,0.20384419
copywriter,0.20378311
flatfoot,0.20376033
freeway,0.20373994
matchmaker,0.20371428
housemaster,0.20371313
variety,0.20368414
ball,0.20345597
games,0.2033821
bicep,0.20331101
paper,0.20327073
bushman,0.20324528
jade,0.20314386
bike,0.20305002
wales,0.20303369
medication,0.20299318
backstreet,0.20298159
toe,0.20295995
stain,0.2029299
narrator,0.2028625
abdomen,0.20283045
flask,0.20280758
honor,0.20279104
scent,0.20277567
silk,0.20275296
pulley,0.20263107
tea,0.20258622
joker,0.20256114
poison,0.20254849
smartphone,0.20233744
butterfly,0.20232153
goods,0.20231831
itinerary,0.20230448
roadside,0.20210393
steamroller,0.20203152
portion,0.20202681
angel,0.2019991
warhorse,0.20189358
thumbnail,0.20189053
ticket,0.2017851
magazine,0.20175731
righteousness,0.20171389
castle,0.20164378
mistletoe,0.20158184
antibiotic,0.20153025
festival,0.20133653
robe,0.20132528
hormone,0.20130157
monument,0.2012214
makeup,0.20113227
massage,0.20103619
womanizer,0.2009446
lad,0.20094436
them,0.20085844
canon,0.20061
luggage,0.20059976
rug,0.20059964
peacekeeper,0.20057935
bat,0.2005394
roadwork,0.20047383
penthouse,0.20029552
evildoer,0.20025706
boulder,0.20017439
hunger,0.20003633
godfather,0.19995792
plumage,0.19989093
gavel,0.1998703
fuel,0.19967967
chanter,0.19965154
landscaper,0.19960608
congregation,0.19954334
booker,0.199515
fleck,0.19949621
cervix,0.19945455
opiate,0.19938262
tipper,0.19927654
violinist,0.19924
fox,0.19920406
checker,0.19912717
subway,0.19898644
fountain,0.19893128
sidewall,0.19883458
cocaine,0.19877712
karate,0.19864084
handcart,0.19863729
duckweed,0.19863725
thumb,0.19861041
patrolman,0.19856653
ration,0.19852054
pentagon,0.19849645
tiara,0.19845045
nun,0.19839264
contraception,0.19838528
walk,0.1981802
cage,0.19815366
haystack,0.19814357
checkers,0.19809699
airplane,0.19806512
pillar,0.19805473
polyp,0.1978979
paintbrush,0.1978265
captain,0.19781898
artist,0.19773905
hawk,0.19760543
swim,0.19754228
tentacle,0.1973975
snowmobile,0.19728903
marathon,0.19723473
madman,0.19719355
stamper,0.19715849
groper,0.19711728
bachelor,0.19710879
puzzle,0.19699132
numbers,0.19693568
town,0.19681044
ideas,0.19677772
donation,0.1967382
painter,0.19670738
pagan,0.19665365
library,0.19661237
orthodontist,0.19657522
sleuth,0.19655716
heat,0.19650592
tonsil,0.19650066
dreaming,0.19639713
plunger,0.19630976
pond,0.19627999
beachwear,0.19626719
belongings,0.19620927
medal,0.19610667
chat,0.1960114
swinger,0.19592547
brother,0.19592509
yeti,0.1958728
audition,0.19570248
rookie,0.19566377
septum,0.19565946
animals,0.19556746
bookshop,0.19555874
midwife,0.19540595
maidservant,0.19534606
deck,0.19527741
ant,0.1949317
clerk,0.1949241
quartz,0.19491863
cellar,0.19489133
bricklayer,0.19469963
apartment,0.19450608
ornithologist,0.19448636
finger,0.19443312
teacher,0.19441353
spy,0.19441335
serum,0.19434193
angler,0.19433844
kettledrum,0.19428656
harem,0.19423313
hangar,0.19393967
goalkeeper,0.19389282
parking,0.19382827
edit,0.19374764
folder,0.193685
caretaker,0.19367549
peeper,0.19365668
stair,0.1935618
nuke,0.19349074
valium,0.19335192
umpire,0.19333048
super,0.19320549
golfing,0.19319783
cartographer,0.19313818
clips,0.19313021
sailfish,0.19311963
educator,0.19302829
bundler,0.19295655
cattle,0.19295056
railcar,0.19291973
mirror,0.19291371
painting,0.19291301
lifter,0.19287527
gunsmith,0.19283235
constituent,0.19280788
cannabis,0.19275029
earplugs,0.19271244
bin,0.19257613
waste,0.19250627
hypothermia,0.19249453
syllabus,0.19231711
battleground,0.19226146
sink,0.19225276
townsfolk,0.19221477
wrench,0.19216967
carnival,0.19215253
grades,0.1920879
maypole,0.19205096
mahjong,0.19196135
wildcard,0.19192816
codex,0.19185151
chlorine,0.1918366
parts,0.19181018
freelancer,0.19172637
creek,0.19167048
archway,0.1916381
worm,0.19143091
gasp,0.19134133
handler,0.19133024
temptress,0.19130412
whale,0.19125926
senator,0.19124652
magician,0.19119671
outpatient,0.19106176
tailor,0.19098066
contributor,0.19094777
responder,0.19088855
sickness,0.19076586
constitution,0.19075751
prosthesis,0.19060709
writings,0.19052814
alcohol,0.19052167
dove,0.19047849
rest,0.1904662
sunbird,0.19037938
gripper,0.19036996
groom,0.19036722
lockerroom,0.19035296
encasement,0.19029242
photocopy,0.19024506
greenhouse,0.19022842
match,0.19021033
border,0.1901489
orchestra,0.19013056
bomber,0.19011477
powder,0.19007507
cement,0.18999918
teammate,0.1899963
doorstep,0.18999268
courage,0.18995371
paleontologist,0.18988793
dune,0.18984154
liar,0.18982534
archipelago,0.18975537
composer,0.18971515
mildew,0.18968931
gauze,0.18968342
fishpond,0.18966584
stairway,0.18956618
asylum,0.18952078
reporter,0.18944559
app,0.18941846
desert,0.18935621
cancer,0.18932055
thug,0.18928577
friar,0.1892795
bladder,0.18915552
poplar,0.18915346
scenery,0.18899609
staircase,0.18893677
nudge,0.18891977
punter,0.18891382
viper,0.1888946
habitat,0.18881987
weight,0.18878804
package,0.18868501
alcoholism,0.18863048
carcinogen,0.18855461
encampment,0.18854524
blister,0.1885065
gloves,0.18839212
partition,0.18832223
bench,0.1882965
skull,0.18825004
jigsaw,0.18822289
leeches,0.18822274
farmland,0.18807654
gorge,0.18802689
policewoman,0.18798964
reaper,0.18792582
flick,0.18780538
warrant,0.18779375
peasant,0.18777971
tibia,0.18777262
marsupial,0.18773937
swimming,0.1877134
casing,0.18766013
gyroscope,0.18765487
rail,0.18763214
whisper,0.18753229
lava,0.18744963
quake,0.18743715
statesman,0.18737985
inlay,0.18735309
ballot,0.18734446
hurdler,0.18723537
mucous,0.18721813
extremity,0.18720421
prong,0.18716511
racer,0.18706322
celebration,0.18702851
midnight,0.18684381
aviator,0.18679266
brow,0.18677153
swordswoman,0.18668495
paperwork,0.186461
donkey,0.18641458
uniform,0.18637238
bristle,0.18632364
propeller,0.18632334
hailstone,0.1863227
urination,0.18624404
reptile,0.18622667
insects,0.18618013
miss,0.18610685
basher,0.18608439
wake,0.186042
thumbhole,0.18602002
tacks,0.18599394
wheelchair,0.18588339
zookeeper,0.18584107
nape,0.18580858
catholic,0.18575612
fireman,0.18572609
cosmologist,0.1856272
villa,0.18544328
dockworker,0.18536855
drainpipe,0.1853333
causeway,0.18515882
depression,0.18501738
spammer,0.18500064
hobbies,0.18499944
school,0.18498795
coal,0.18494835
nightspot,0.18491438
casket,0.18489431
thought,0.18463008
counterweight,0.1846287
service,0.18456098
eavesdropper,0.18448776
connector,0.18446282
suntan,0.18439755
guillotine,0.1843913
soccerball,0.18432045
actor,0.18425511
shotgun,0.18425299
sadness,0.1842388
clipboard,0.18415926
hippo,0.18410616
immunologist,0.18391928
proprietor,0.18376921
scar,0.18369053
fist,0.18367341
archenemy,0.18362723
clearinghouse,0.18359107
farmer,0.18349338
lap,0.18334737
crush,0.18329479
newsletter,0.18323368
citizen,0.18314376
toy,0.18313448
aerialist,0.18312055
telescope,0.18306042
friendship,0.1830364
impostor,0.18293215
crook,0.18289033
shepherd,0.182885
anthrax,0.18288043
bushes,0.18282388
confetti,0.18280329
fence,0.18262707
rim,0.18259904
sky,0.18258247
mainsheet,0.18257245
liquor,0.1825228
concert,0.18251552
pornographer,0.18243708
parrot,0.18226743
wing,0.18222973
mind,0.18218748
compass,0.18210758
tarmac,0.18209791
wolves,0.18203403
panther,0.18191575
spaceship,0.18191114
gravedigger,0.18182796
flagman,0.1817763
antidepressant,0.18175386
paratrooper,0.18161747
grandnephew,0.18160567
daredevil,0.18159376
lender,0.18157281
sleeper,0.18144727
wilderness,0.18135746
cemetery,0.18117635
batch,0.18114118
videotape,0.18091555
missionary,0.1808727
bumblebee,0.18083008
melatonin,0.18081188
perfume,0.18076907
layperson,0.18071556
fix,0.18059476
spade,0.18057512
gamer,0.18056738
anvil,0.18055613
amphetamine,0.18052803
quiz,0.18052714
soldier,0.18042204
newspaper,0.1804134
throat,0.18034644
horseman,0.18030073
deadfall,0.18025732
webcast,0.18021709
prints,0.18019287
way,0.18011184
superconductor,0.18009049
tip,0.18007487
chevron,0.17996526
crypt,0.17994696
lithograph,0.179935
recipient,0.17990136
cornea,0.1798063
chimp,0.17975675
cinema,0.17974925
sex,0.17972073
voter,0.17967573
stationery,0.17965402
natives,0.17963457
puma,0.17959532
doornail,0.17947033
centrifuge,0.17936869
ferryboat,0.1793508
hall,0.17934623
laborer,0.17932774
terminal,0.17932172
carousel,0.17928512
riverboat,0.1792483
firework,0.17908327
chlorophyll,0.17885727
parade,0.17881376
philosophy,0.1787004
beard,0.17866877
orchard,0.17865402
anthropologist,0.17864908
mercury,0.17863801
gambler,0.17862694
champagne,0.17854872
sanctuary,0.17853254
glucose,0.17852025
customer,0.17852022
psycho,0.17838472
elbow,0.17835836
idea,0.17835712
rockstar,0.17831732
emerald,0.17829908
stimulus,0.17819235
counter,0.17815131
animated,0.17811398
box,0.17804396
hoodlum,0.17800373
dinghy,0.17799303
spear,0.17789342
type,0.17788523
privates,0.1778844
crane,0.17787546
tow,0.17786205
breezeway,0.1777433
play,0.17774159
ugliness,0.17763944
alcove,0.1776275
dope,0.17762016
steamboat,0.17738217
snowboard,0.17725019
smartness,0.17717728
molehill,0.17715707
refugee,0.17714357
ape,0.17708236
duelist,0.17705111
chaperone,0.17703672
teeth,0.17699678
dancer,0.1769621
log,0.17693059
faceplate,0.17686021
choreographer,0.1768455
walkway,0.17679387
subcontractor,0.1767391
trailer,0.17673111
unicorn,0.17672415
baptism,0.1767219
gainer,0.17669433
checklist,0.17665769
pad,0.17663911
savannah,0.17643824
vagabond,0.17640941
sorrow,0.1763905
convertible,0.17636009
embarrasment,0.1763411
line,0.17632063
heretic,0.17624293
sympathizer,0.17619869
pony,0.17618503
cotton,0.17618187
airboat,0.17615137
webbing,0.17612031
panda,0.17607522
magnet,0.1759937
mechanic,0.17580253
alumni,0.17574507
hardhat,0.17567076
christianity,0.17565584
rubber,0.17556605
theater,0.1755576
commentator,0.1754887
seesaw,0.17539494
moneybag,0.17536953
brass,0.1750386
inflection,0.17503366
stonemasonry,0.17502207
sandalwood,0.17500748
stylus,0.17499124
keys,0.17495492
chock,0.17493318
chart,0.17493081
popular,0.1747702
stimulant,0.17476922
canyon,0.17470121
roller,0.17469534
kiosk,0.17459063
cyanide,0.1745341
obsidian,0.17452437
shrine,0.17447275
substation,0.17446262
assault,0.17445685
collarbone,0.1743503
walmart,0.17432545
barrel,0.1743241
dinosaurs,0.17425425
fumigator,0.1742331
treetop,0.17412451
airbase,0.17411062
stopwatch,0.17405424
westerner,0.17402141
plank,0.17401484
archdeacon,0.17398871
bouncer,0.1739811
illustration,0.17394215
solving,0.17389925
smoke,0.17387483
searcher,0.1738651
cinematographer,0.17384051
mountain,0.17383718
firefighter,0.1737823
tannery,0.1737409
stardust,0.17371637
seed,0.17371142
chronograph,0.17350729
mistress,0.1734791
carbonation,0.173409
wristband,0.17339617
sulking,0.17325036
browser,0.17323641
person,0.17317069
show,0.17315134
microprobe,0.17314503
heartthrob,0.17306505
clog,0.17305855
cavern,0.1730518
altarpiece,0.17293046
horses,0.17292672
veterinarians,0.17290345
crevasse,0.17286563
dramatist,0.17263557
shipyard,0.17256777
assets,0.1725529
hydroxide,0.17254443
lioness,0.17244864
gel,0.17237397
gum,0.17237154
demon,0.1723664
nitroglycerine,0.17229766
laughter,0.17229536
meed,0.1721716
beacon,0.17205232
tennis,0.17202242
braces,0.17200315
presidency,0.17190936
hyacinth,0.17182483
gash,0.17181627
bailiff,0.17179222
pincer,0.17178391
cosmonaut,0.17177309
pileup,0.17161301
motorist,0.17159614
slouch,0.17155793
creator,0.1715005
clot,0.17146908
elder,0.17146116
undertaker,0.1713973
joist,0.17134291
object,0.17128566
scooter,0.17124602
wreck,0.17123723
demolition,0.17123362
investments,0.17119314
anemometer,0.17116462
beam,0.17115797
electrician,0.17115688
referee,0.17101322
flame,0.17090936
blimp,0.17090553
handbook,0.1708639
pseudoscience,0.17082655
law,0.17081061
snakes,0.1707803
shark,0.17075004
science,0.17073801
tanning,0.1706358
titanium,0.17054659
skateboarding,0.1703878
vaccine,0.17032278
biologist,0.17020395
cork,0.17006691
paris,0.17002843
pathogen,0.16990548
torchbearer,0.16986625
merchandiser,0.16984412
copy,0.1697275
cannon,0.16970013
showpiece,0.16966155
gangway,0.1696027
zoo,0.16956483
cabby,0.16952097
lagoon,0.16950661
chemist,0.16945188
stockyard,0.16940756
camel,0.16938256
arrestee,0.16935591
skittle,0.16916245
drone,0.16916014
doorkeeper,0.16901375
atmosphere,0.16895242
congressman,0.16895165
bill,0.16891134
moneybags,0.16890734
nativity,0.16889194
dead,0.16888084
building,0.16883318
deed,0.16879852
marauder,0.16879421
capitol,0.16876538
cell,0.1686602
innocent,0.16857982
crossway,0.16857293
stand,0.16845779
timepiece,0.1684551
screener,0.16838582
reconstruction,0.1683737
wonder,0.16826323
battery,0.16822621
some,0.16814446
foundation,0.16807029
dart,0.16803895
weather,0.16762124
racehorse,0.16750959
drill,0.16749236
survivor,0.16738014
distillery,0.16735815
supernova,0.16734818
plants,0.16730879
glove,0.16730253
turn,0.16722742
daggers,0.16719897
icecap,0.16708408
rower,0.1670696
sterilizer,0.1669598
platoon,0.1669332
square,0.1669236
adviser,0.16690537
nudist,0.16690397
pharaoh,0.16689414
dagger,0.16688012
bundle,0.16680783
welder,0.16679363
governess,0.16678578
boater,0.16674173
needles,0.1666403
winner,0.16661012
mouth,0.1665435
fertilizer,0.16640534
politician,0.16626611
bicycle,0.1661907
kite,0.16614321
council,0.16612189
puff,0.16608799
van,0.16582988
hammer,0.1656974
masses,0.16568765
suburb,0.16566204
employer,0.16544613
gladiator,0.16540398
river,0.16537552
storehouse,0.16532195
notes,0.16531365
hairpin,0.16505297
commodity,0.16499957
signalman,0.16496025
lab,0.16492422
lifeboat,0.16490336
glitter,0.16489151
chameleon,0.1648263
knot,0.16480367
bears,0.16473961
planetarium,0.16473609
counterterrorist,0.16470163
pvc,0.16470127
leopard,0.16469972
monkey,0.1646668
accountant,0.16466415
pathologist,0.16462488
womb,0.16461852
colonist,0.16460122
stowaway,0.16453715
steroids,0.16452985
apology,0.16446982
battlewagon,0.16444474
aide,0.16443613
dowry,0.16436866
pawnbroker,0.16436374
sitting,0.16435951
sling,0.16431181
behave,0.16429946
froth,0.164231
electric,0.16404343
crossbar,0.16392794
hydroponics,0.1638614
jungle,0.16372027
catwalk,0.16362542
teem,0.16362442
fang,0.16345511
bush,0.16336544
ore,0.16335897
enzyme,0.16321337
coroner,0.1631919
diaphragm,0.16311939
flank,0.16307141
excavator,0.16296445
electrocardiogram,0.16295259
commando,0.16291462
bonnet,0.16276966
court,0.16267443
mapmaker,0.16245693
warfare,0.16244335
aristocrat,0.16241801
grenade,0.16236898
marcher,0.16235764
vault,0.16235752
diagram,0.16224816
victim,0.1621065
passport,0.16202816
drainage,0.16199858
stepladder,0.16181353
room,0.16174641
governor,0.16172771
rivers,0.16168573
sun,0.16164356
hang,0.16163714
madam,0.16160126
pain,0.16156153
body,0.16133246
charger,0.16132385
respirator,0.16130339
parliament,0.16126242
selectee,0.16122977
chloroform,0.16102922
gibbon,0.1609696
monograph,0.16091962
patience,0.1609074
waterfall,0.16087052
bridge,0.16082178
blindfold,0.16078691
depositor,0.16075256
timecard,0.16058289
bumps,0.16049658
trees,0.1603665
blackmailer,0.16016471
menthol,0.16015276
pavilion,0.16013478
priest,0.1601076
correspondent,0.16007279
moderator,0.1599742
class,0.15967034
chairwoman,0.1596294
breathe,0.15962526
crowd,0.15958568
plug,0.15956557
caption,0.15950148
option,0.15945081
dock,0.1594016
make,0.15936333
hacker,0.15933503
cigarette,0.15928446
rings,0.15922096
saddle,0.1591644
tribeswoman,0.15909487
pistol,0.1589902
debutante,0.15898508
machine,0.1589813
wasp,0.15893069
tidewater,0.15890242
syphilis,0.15871686
trapdoor,0.1586882
harbor,0.15866074
emotion,0.15858912
algae,0.15845154
locker,0.15844834
tab,0.15824217
park,0.1582325
pickaxe,0.15817766
attack,0.15816128
ethyl,0.15810795
drum,0.15804146
courtroom,0.15797687
illusionist,0.15797505
bandit,0.15793636
print,0.15788563
electricity,0.15787259
requester,0.15782452
uranium,0.15776402
refuse,0.15766
stake,0.15763439
meaning,0.15756613
pens,0.15756574
secretary,0.15751918
vest,0.15750471
sword,0.15747805
blower,0.15742971
supercomputer,0.15736523
polyethylene,0.15728456
rulebook,0.15727787
jury,0.15721594
nosing,0.15716659
outer,0.15712245
leaves,0.15708572
speech,0.15706435
cane,0.1570373
multiprocessor,0.156932
handmaiden,0.15692814
codebook,0.15681893
circus,0.1567949
build,0.15679029
bank,0.1567545
storekeeper,0.15675297
replica,0.15667453
sedative,0.15665193
feather,0.15662357
bandmaster,0.15656535
mutant,0.1565618
anesthesia,0.15651676
obligation,0.1564703
logbook,0.15643173
worker,0.15617698
truth,0.15608671
oarsman,0.15601014
cellphone,0.15592341
trainload,0.15590733
safe,0.1558461
levers,0.15578747
abacus,0.15570977
decoy,0.15563674
scavenger,0.1555817
lieutenant,0.15538116
fireworks,0.15535045
d,0.15532094
minister,0.15530153
sunset,0.15528084
den,0.15527926
people,0.15523833
accept,0.15521523
bugler,0.15508059
sentry,0.15505931
sea,0.15499285
tusk,0.15489057
fangs,0.15486711
reed,0.15478846
sapphire,0.15457618
boat,0.15453984
vegetation,0.15441933
lyre,0.15433641
condensation,0.15403263
bullfighter,0.15397166
timeout,0.15392372
scales,0.15391126
money,0.15386459
booth,0.15384866
geographer,0.15359595
glasshouse,0.1535555
kinsman,0.15344492
denominator,0.15327503
crime,0.1532546
steward,0.15325177
hotel,0.15321764
oilman,0.15319923
picket,0.15306827
bow,0.15306465
receiver,0.1529954
bumper,0.152881
forehead,0.15283875
apostle,0.15279958
submitter,0.15266417
chest,0.15244879
volkswagen,0.1522971
income,0.1522279
floor,0.15218078
latch,0.15216883
baroness,0.1520986
taxis,0.15207464
jaywalker,0.15207008
physiologist,0.15203825
hose,0.15202957
shooting,0.1518306
wand,0.15180527
congestion,0.15153284
peace,0.15149331
trust,0.15144718
boatyard,0.15143427
quartet,0.15143026
satellite,0.15136981
polygraph,0.15136951
sportswoman,0.15130454
binocular,0.15125218
audiotape,0.15121737
brainstem,0.15120253
nebula,0.15102492
mexico,0.15097995
fly,0.15088621
planet,0.15085419
door,0.15083891
surgeon,0.1508144
mission,0.15080217
medalist,0.15078123
vial,0.15071352
photograph,0.15069027
spaceport,0.15069005
competitor,0.15058437
livestock,0.15054423
trident,0.15053129
node,0.15050684
foot,0.15047072
silverback,0.15046757
sawmill,0.1504609
document,0.15045822
memo,0.15040404
turnstile,0.15026353
delegate,0.15015703
heartbeat,0.15008071
hatchet,0.15002838
needle,0.14992628
syringe,0.1499094
clan,0.14985983
summer,0.14959088
deceased,0.14958325
micrometer,0.14945152
torch,0.14944072
arachnids,0.14935407
tower,0.14920177
graffiti,0.14901717
curtain,0.1489119
vr,0.14880346
staffer,0.14866267
handcuffs,0.14848691
clutter,0.14848278
wetland,0.14845124
fungus,0.14842533
larvae,0.14839967
titanic,0.14827493
bee,0.14825368
thinker,0.14812033
disease,0.14811775
balloon,0.14808498
plotter,0.14786257
lawyer,0.14771539
rider,0.14770848
dockyard,0.1477002
ammo,0.14759935
thorns,0.14757864
rare,0.1474733
calculator,0.1473896
automobile,0.14736268
airfield,0.14733373
constellation,0.14732768
accomplice,0.14725526
work,0.14710316
execution,0.14700836
headphone,0.14697213
dollar,0.14693613
sniffer,0.14676772
buttonhole,0.1467573
gallery,0.14667074
internet,0.14663482
mogul,0.1464795
observatory,0.14643437
connect,0.14642972
dating,0.14642105
mongoose,0.14627473
administrator,0.14623916
soccer,0.14619446
suits,0.14580545
electrode,0.14579237
blind,0.14572614
bobble,0.14569558
machetes,0.145595
electrochemist,0.14547753
clock,0.14547053
retirement,0.14539209
blood,0.14538777
piggy,0.14534909
sunglasses,0.14526181
diploma,0.14523177
bungee,0.1450836
honda,0.14503251
projectionist,0.1450196
guzzler,0.14500655
exorcist,0.14491567
compressor,0.14484951
methanol,0.14484432
warehouse,0.14482792
rioting,0.1447169
transfusion,0.14467324
burn,0.14467049
photon,0.14460023
taxes,0.14452423
count,0.14444807
gorilla,0.14444096
siren,0.14435092
patient,0.1442647
particulate,0.144134
railing,0.14412951
learner,0.144123
scoreboard,0.14408919
election,0.14386947
sportsman,0.1438501
pocket,0.14379793
maps,0.14379291
runway,0.14362432
check,0.14344291
pedophile,0.14327689
scribe,0.14311422
driving,0.14311247
trader,0.14310527
visor,0.14303921
death,0.1429805
web,0.14280124
offender,0.14272217
inventor,0.14265431
condensates,0.14265335
black,0.14263418
entomologist,0.1426265
harvester,0.14261058
enterpriser,0.14246833
estuary,0.14245886
embankment,0.14219752
rain,0.14208789
thundercloud,0.14201218
bear,0.14152229
chair,0.14151026
fellow,0.14128028
flusher,0.1412765
cub,0.14114366
english,0.14113231
suit,0.14111695
steam,0.1409885
stealing,0.14097346
petrol,0.1409601
narcotics,0.14087981
ammunition,0.14073431
racket,0.14070483
dwarf,0.14069727
evangelist,0.14061496
nerve,0.14048108
contender,0.14046492
grow,0.14016774
capacitor,0.14011279
america,0.14006749
relationship,0.14005154
programmer,0.13991919
constable,0.13990496
conductor,0.13989332
balloting,0.13964666
prop,0.13933942
health,0.13932197
jaguar,0.13929597
firearm,0.1392103
salesman,0.13907036
defendant,0.13896424
fight,0.13894324
rational,0.1389353
crystalloid,0.13881746
warden,0.13827315
dream,0.13816787
venue,0.13811266
stem,0.13804786
receipt,0.13802664
citation,0.13801421
abyss,0.13800906
haze,0.13794746
periodical,0.13745295
tooth,0.1373404
ringside,0.13724437
ether,0.13714315
lanyard,0.13709866
subsoil,0.13694677
toxicologist,0.1368858
ejector,0.13674253
cardiogram,0.13670251
magic,0.13670205
philanthropist,0.13666603
valve,0.13664873
banking,0.13660033
debtor,0.13654976
alien,0.13636112
veteran,0.13625784
clinic,0.13603845
supplier,0.13598849
rouge,0.13582781
row,0.13575108
bay,0.13574831
computer,0.13574547
spades,0.1355158
axis,0.13550708
hour,0.13550006
obstruction,0.13543773
verdict,0.13540794
revolver,0.13533926
gardner,0.1352316
auto,0.13511772
fatality,0.13510436
urine,0.13499533
labeler,0.13498333
tick,0.13497724
tops,0.13496745
fauna,0.13493852
mask,0.1345829
points,0.13441178
intern,0.1342388
migrant,0.13423876
strait,0.13416788
microscope,0.1340712
buoy,0.13395008
marksman,0.13384026
saleswoman,0.13352787
shantytown,0.13336106
mine,0.1331051
blip,0.13308637
lamppost,0.13304709
respect,0.13297552
tie,0.13273785
frankincense,0.13268909
gold,0.13254187
latex,0.13253559
fatigue,0.13245854
wholesaler,0.1324061
ax,0.13231938
boot,0.13227467
ad,0.13221784
board,0.1321688
stethoscope,0.13216497
bottleneck,0.13212796
flares,0.13204151
majestic,0.131777
podium,0.131694
skydiving,0.13166477
fizz,0.13164559
maiden,0.13136771
vessel,0.13133241
cardiologist,0.13107872
manual,0.13103375
countryman,0.13095139
professor,0.13087969
detailer,0.13085257
bullwhip,0.13080332
photographer,0.13049869
selection,0.13042653
counterfeiter,0.13034396
violence,0.13028458
magnetometer,0.13025627
silver,0.13018963
snapshot,0.13017872
plaintiff,0.1301321
retired,0.13000292
sharks,0.12994643
neuron,0.12976877
corps,0.12970282
handiwork,0.12963529
hydraulics,0.12949897
crossbones,0.12943648
mouthguard,0.12943415
shakers,0.12935145
petroleum,0.1292972
monarch,0.12928055
feet,0.12898032
breeches,0.12878722
gauge,0.12870276
photosynthesis,0.12864578
baggage,0.12857693
transceiver,0.12845096
sunroof,0.12825711
cockpit,0.12806135
carwash,0.12802845
saw,0.1280204
marker,0.1280127
wires,0.12787661
scanner,0.12759861
star,0.12756015
european,0.12750115
rash,0.12749758
axes,0.12737723
noose,0.12730874
eyewitness,0.12717436
mite,0.12712538
audiologist,0.12710947
courier,0.12706985
human,0.1270138
imagination,0.12677579
video,0.12661786
cashbox,0.12643321
ink,0.12640831
vacuum,0.12626141
biosphere,0.12617
poll,0.12605554
footplate,0.12600943
warlock,0.12587978
moment,0.12581809
splinter,0.12577218
consternation,0.12556355
hospitalization,0.12553076
scalp,0.12534697
clean,0.12530702
neck,0.12519753
patch,0.1250751
lawyers,0.12503211
age,0.1250041
pest,0.12494858
plasma,0.12481431
trap,0.12480065
applications,0.12456471
rainforest,0.12453677
student,0.12451783
instructor,0.12450409
driver,0.12450371
sentinel,0.124455445
blossom,0.124135606
projector,0.124020666
entrepreneur,0.12390639
stadium,0.123835884
diver,0.12376629
pawnshop,0.12363207
thieves,0.12344635
program,0.12339146
department,0.12333391
shipwreck,0.123306915
hand,0.12330087
stars,0.12319413
device,0.12310494
transmitter,0.1230212
barrier,0.12292312
raise,0.12291776
firefly,0.12276172
peer,0.12256015
response,0.122516625
file,0.122182414
player,0.12214759
search,0.121994175
windscreen,0.121894345
mars,0.12184342
transmission,0.12161274
coding,0.12159621
lining,0.12155475
hurt,0.12150357
movers,0.12141255
poster,0.12123431
fault,0.12109856
location,0.12100609
detector,0.12094652
marshal,0.12085052
residence,0.12070739
primates,0.12041913
hyperventilation,0.12041582
tools,0.12025155
general,0.12024514
electronic,0.12005601
mob,0.11990989
gender,0.11973425
blemish,0.119427465
controller,0.11927773
men,0.118965216
heavyweight,0.11867921
sugarcane,0.118607745
contact,0.118453115
outfitter,0.11834451
state,0.11819333
clouds,0.11806034
hike,0.117901295
catapult,0.11777195
shilling,0.117670365
adjuster,0.11754349
persistance,0.117536165
rigger,0.11744466
heads,0.117385834
database,0.1173146
exhibit,0.117295645
conservationist,0.11726965
invoice,0.11722745
bullets,0.11707209
responsibility,0.11696258
figurehead,0.11684315
rope,0.11657216
instrument,0.116356954
through,0.11617484
drift,0.1161277
seat,0.11600928
fire,0.11598322
technician,0.11587977
fertilization,0.11582714
crown,0.11559503
climber,0.11555572
shackle,0.11553407
pheromone,0.11543684
rainwater,0.11542587
millionaire,0.115377106
observer,0.11535558
stuntman,0.11515887
bolt,0.11500103
cloud,0.114981376
anger,0.11492875
thunder,0.114846505
workers,0.11478294
consulate,0.11449884
criminality,0.1140741
scruff,0.114005156
wizard,0.11399442
affect,0.113722496
statute,0.11324097
sales,0.11321806
framework,0.11318923
female,0.112986565
risk,0.11297893
suite,0.112830594
russian,0.112752005
